rank	username	minecraft:dropped/minecraft:porkchop
1	noam464	730
2	eitanzaki	293
3	Kubeusz2010	289
4	gcaisawesome	282
5	Blaiku	203
6	GreedyFern8581	128
7	Awyrlas	126
8	Xclax101	117
9	FreakGenius	91
10	cichy096	88
11	joethahobo	78
12	beeperbeeper5	77
13	excelsionprime	76
14	Gryglu583	74
15	Snowflowe	70
16	Kowcio_	69
17	kekhon	63
18	thewindmillman	61
19	Spacewardharpy7	58
20	Di_infiri	53
21	Manaateee	49
22	I_Am_Mushkin	44
23	NatalieTW	43
24	Hyp3rion_	42
25	luseis	41
26	RadarHz	40
27	trexgb	38
28	Mahoose	35
28	thescout7	35
28	Ezekson	35
31	Frozil20	33
31	r123moore	33
33	ImpavidArcher	28
33	Skylord_Luke	28
35	Racengan	27
36	trixterrx	26
37	TheBananaKat	25
38	Cyntrical	24
38	Ze_BaronKrigler	24
40	Njensen7	23
41	_Virify_	22
41	Jackattack53	22
41	Rebytre	22
41	CaptainAvenger7	22
41	EcksD	22
46	12Magner05	20
46	NameGenerat0r	20
46	jnp_gaming	20
49	Enderxz3	19
49	xolstoi	19
51	SUN_DREAM	18
51	2blox_	18
53	AJplaysMC_	17
53	FishyBoy3811	17
53	Akoot_	17
53	_Bguette_	17
57	CoffeeNoir	16
57	_Magdo_	16
57	Bumpy419	16
57	masskedman	16
57	CalebDHawk	16
57	AdmiralSmoke	16
63	500am	15
63	crying_wolf_13	15
63	Vorlice	15
66	tramizu	14
66	Guillemet	14
66	Eraxa	14
69	tuckerdoodle	13
69	SyntheticSurgeon	13
69	_lildarki3	13
69	XboxPanda	13
69	shadowthemonkey	13
69	PigDab	13
69	lillips	13
69	shrimp_flips	13
69	EfficientC52	13
69	El_Jalapeno	13
69	stavgod	13
69	Segotep999	13
69	_i_ERROR_i_	13
69	MilleGrug	13
83	Groovy_MoonBird	12
83	RoskobiOne	12
83	MattieHD	12
83	Secret_Canary	12
83	Chromary	12
83	Rasmanden	12
83	wezzzi	12
90	Cowison	11
90	livingdaydreams	11
90	Blackberry1310	11
90	_Dean_123	11
90	F_Uhre	11
90	EveryonesUncle	11
90	Hermanni__	11
97	H0UNDFRMH3LL	10
97	MuffinManzz	10
97	EMC_	10
97	_Razaria	10
97	MOSS000	10
97	Historical_Sand	10
97	Touched_Bread	10
97	SuperPooch06	10
97	Elastiq	10
97	RoBe__	10
97	Airem_Core	10
97	pixelviolin	10
97	_Yonk_	10
97	Jimb0nat0r	10
111	Jovaphobic	9
111	Bad_At_Names_Guy	9
111	RebelAndroid	9
111	oreee	9
111	intropass	9
111	xambsam	9
111	DarkS0L	9
111	MS_Pryxx	9
111	skrongus	9
120	pintsizedrogue	8
120	CLG_Kata	8
120	BlancoFlaco	8
120	jessewegottacook	8
120	ATrojansLegend	8
120	MinttyFressh	8
120	SteveCraftBlocks	8
120	BronkerBrum	8
120	oscminus	8
120	iElijah	8
120	Tyrannosplart	8
120	Druid95	8
120	Kura2218	8
120	PlasticOtari	8
134	Apollo_993	7
134	DinoDoctor_	7
134	T045RTY	7
134	Swexti	7
134	rarrq	7
134	Megarboh	7
134	Fullut	7
134	boog4loo	7
134	Smashic	7
134	ROY4LE	7
134	mariominejedi	7
134	TheWildMateo	7
134	XeroByMyth	7
134	IamCL4SSY	7
134	Wowful	7
134	Bonzaidalek	7
134	IvarEXE	7
134	djancak	7
134	NATE_the_HALO	7
134	Legendosh	7
134	UrbanPlanningEx	7
155	_Huge_Male_	6
155	diamondgolem35	6
155	Ao_Ken	6
155	Sleepy_Time_	6
155	CliffEmAll	6
155	TheSecondLord	6
155	Scathra	6
155	Sea_Boar	6
155	GOOBERGABE04	6
155	Jonafrog99	6
155	Arceus1975	6
155	bean__salad	6
155	ApophisNova	6
155	Onennon	6
155	Kynigito	6
155	738b4f65-6cbd-4ead-ba31-c14211abfb06	6
